"id_hecho","fecha","año","mes","dia","hora_detallada","hora","dia_semana","","direccion","comuna","tipo_de_calle","geocodificacion_caba","longitud","latitud","causante","afectado","n_victimas","","",""
"LC-2023-0465298","2023-08-13","2023","Agosto","13","2:45:00 PM","14","Domingo","LARRALDE, CRISÓLOGO AV. 6110","Larralde, Crisólogo Av. 6110","12","Avenida","POINT(96138.70668 106811.2169)","-58.50537","-34.56786","Peatón","Auto","1","","",""
"LC-2023-0465461","2023-08-13","2023","Agosto","13","3:32:00 PM","15","Domingo","RODRÍGUEZ, MANUEL A., GENERAL y OROÑO, NICASIO","Rodríguez, Manuel A., General Y Oroño, Nicasio","15","Calle","POINT(100334.6234 103469.4037)","-58.45965","-34.59799","Moto","Auto","1","","",""
"LC-2023-0465480","2023-08-13","2023","Agosto","13","7:24:00 PM","19","Domingo","DE LOS INCAS AV. y AVALOS","De Los Incas Av. Y Avalos","15","Avenida","POINT(98651.05238 105015.4522)","-58.478","-34.58405","Moto","Auto","1","","",""
"LC-2023-0466120","2023-08-13","2023","Agosto","13","1:30:00 PM","13","Domingo","JUFRE y ÁLVAREZ, JULIÁN","Jufre Y Álvarez, Julián","15","Calle","POINT(102977.8241 103548.6519)","-58.43084","-34.59727","Moto","Auto","1","","",""
"LC-2023-0466124","2023-08-13","2023","Agosto","13","6:30:00 PM","18","Domingo","PAZ, GRAL. AV. y NAZARRE","Paz, Gral. Av. Y Nazarre","10","Av. General Paz","POINT(93891.37426 100392.3027)","-58.52991","-34.62571","Peatón","Auto","1","","",""
"LC-2023-0466173","2023-08-13","2023","Agosto","13","9:00:00 PM","21","Domingo","VIDAL y BLANCO ENCALADA","Vidal Y Blanco Encalada","13","Calle","POINT(100049.2285 107529.6298)","-58.46276","-34.56139","Bicicleta","Auto","1","","",""
"LC-2023-0466268","2023-08-14","2023","Agosto","14","7:10:00 AM","7","Lunes","RESERVISTAS ARGENTINOS 205","Reservistas Argentinos 205","9","Autopista","POINT(94678.27842 99123.80601)","-58.51493","-34.63525","Auto","Bicicleta","1","","",""
"LC-2023-0466278","2023-08-14","2023","Agosto","14","8:50:00 AM","8","Lunes","TEJEDOR y BARCO CENTENERA DEL","Tejedor Y Barco Centenera Del","7","Calle","POINT(102315.6711 99798.73354)","-58.43804","-34.63108","Bicicleta","Auto","1","","",""
"LC-2023-0466285","2023-08-14","2023","Agosto","14","10:30:00 AM","10","Lunes","UNANUE y MURGUIONDO","Unanue Y Murguiondo","8","Calle","POINT(99170.78105 94421.76733)","-58.47234","-34.67955","Bicicleta","Auto","1","","",""
"LC-2023-0466554","2023-08-14","2023","Agosto","14","12:56:00 PM","12","Lunes","GAONA AV. y CUCHA CUCHA","Gaona Av. Y Cucha Cucha","6","Avenida","POINT(101227.0621 102203.8597)","-58.44992","-34.6094","Bicicleta","Camión","1","","",""
"LC-2023-0466563","2023-08-14","2023","Agosto","14","1:04:00 PM","13","Lunes","BELGRANO AV. y PIEDRAS","Belgrano Av. Y Piedras","1","Avenida","POINT(107861.386282962 101818.236102414)","-58.377585","-34.61285","Moto","Auto","1","","",""
"LC-2023-0466654","2023-08-14","2023","Agosto","14","12:00:00 PM","12","Lunes","VIRASORO, VALENTÍN y FIGUEROA, D. APOLINARIO, CORONEL","Virasoro, Valentín Y Figueroa, D. Apolinario, Coronel","15","Calle","POINT(101558.8654 102712.0454)","-58.4463","-34.60482","Moto","Auto","1","","",""
"LC-2023-0466741","2023-08-14","2023","Agosto","14","12:00:00 PM","12","Lunes","DORREGO AV. 1332","Dorrego Av. 1332","15","Avenida","POINT(101645.191 104774.6335)","-58.44536","-34.58622","Moto","Auto","1","","",""
"LC-2023-0466803","2023-08-14","2023","Agosto","14","11:55:00 AM","11","Lunes","QUESADA y DEL LIBERTADOR AV.","Quesada Y Del Libertador Av.","13","Avenida","POINT(100851.3353 108846.9483)","-58.45402","-34.54952","Peatón","Auto","1","","",""
"LC-2023-0466981","2023-08-14","2023","Agosto","14","1:15:00 PM","13","Lunes","RODO, JOSÉ E. Y CARHUE","Rodo, José E. Y Carhue","9","Calle","POINT(95857.08209 96344.76914)","-58.50849","-34.66221","Peatón","Auto","3","","",""
"LC-2023-0467155","2023-08-14","2023","Agosto","14","9:30:00 AM","9","Lunes","PAZ, GRAL. AV. y PERIBEBUY","Paz, Gral. Av. Y Peribebuy","9","Av. General Paz","POINT(94015.95388 97954.41375)","-58.52857","-34.64769","Auto","Auto","1","","",""
"LC-2023-0467891","2023-08-14","2023","Agosto","14","3:00:00 PM","15","Lunes","SASTRE, MARCOS y PAZ, MARCOS","Sastre, Marcos Y Paz, Marcos","10","Av. General Paz","POINT(95959.3424 101599.5843)","-58.50735","-34.61484","Moto","Transporte Público","1","","",""
"LC-2023-0467918","2023-08-14","2023","Agosto","14","3:20:00 PM","15","Lunes","GONZÁLEZ, ELPIDIO y MOLIERE","González, Elpidio Y Moliere","10","Calle","POINT(95702.28412 100089.1876)","-58.51016","-34.62845","Moto","Auto","1","","",""
"LC-2023-0467934","2023-08-14","2023","Agosto","14","4:45:00 PM","16","Lunes","PERÚ 1030","Perú 1030","1","Calle","POINT(108169.1962 101020.258)","-58.37422","-34.62004","Moto","Auto","1","","",""
"LC-2023-0467944","2023-08-14","2023","Agosto","14","5:50:00 PM","17","Lunes","NAZCA AV. y VALLESE, FELIPE","Nazca Av. Y Vallese, Felipe","7","Avenida","POINT(99109.17608 100676.6319)","-58.47301","-34.62316","Moto","Auto","1","","",""
"LC-2023-0468019","2023-08-14","2023","Agosto","14","7:20:00 PM","19","Lunes","BASUALDO y GARZÓN, EUGENIO, GRAL. AV.","Basualdo Y Garzón, Eugenio, Gral. Av.","9","Avenida","POINT(97741.3044 97344.69256)","-58.48793","-34.6532","Auto","Camión","2","","",""
"LC-2023-0468094","2023-08-14","2023","Agosto","14","6:00:00 PM","18","Lunes","PAZ, GRAL. AV. y ROFFO, ÁNGEL H., DR.","Paz, Gral. Av. Y Roffo, Ángel H., Dr.","9","Av. General Paz","POINT(93967.7547490032 98933.3364339228)","-58.529091","-34.638867","Peatón","Camión","1","","",""
"LC-2023-0468319","2023-08-14","2023","Agosto","14","7:00:00 PM","19","Lunes","ÁLVAREZ THOMAS AV. 1360","Álvarez Thomas Av. 1360","15","Avenida","POINT(100184.3915 105649.3516)","-58.46129","-34.57834","Moto","Auto","1","","",""
"LC-2023-0468395","2023-08-14","2023","Agosto","14","10:30:00 PM","22","Lunes","GALICIA y CUENCA","Galicia Y Cuenca","11","Calle","POINT(98502.07487 100978.1214)","-58.47963","-34.62045","Peatón","Moto","1","","",""
"LC-2023-0468471","2023-08-14","2023","Agosto","14","9:50:00 PM","21","Lunes","QUETZAL Y VINAL","Quetzal Y Vinal","1","Calle","POINT(107526.8702 105270.6492)","-58.38126","-34.58173","Auto","Transporte Público","3","","",""
"LC-2023-0468684","2023-08-15","2023","Agosto","15","1:00:00 AM","1","Martes","SAN JUAN AV. y URQUIZA, GRAL.","San Juan Av. Y Urquiza, Gral.","3","Avenida","POINT(104990.6557 100516.7956)","-58.40888","-34.62459","Moto","Transporte Público","1","","",""
"LC-2023-0468973","2023-08-15","2023","Agosto","15","11:30:00 AM","11","Martes","SAN JUAN AV. 3200","San Juan Av. 3200","3","Avenida","POINT(104872.5495 100491.0494)","-58.41016","-34.62483","Peatón","Auto","2","","",""
"LC-2023-0469036","2023-08-15","2023","Agosto","15","12:54:00 PM","12","Martes","CÓRDOBA AV. y BRAVO, MARIO","Córdoba Av. Y Bravo, Mario","14","Avenida","POINT(104338.6499 103484.0756)","-58.416","-34.59785","Moto","Moto","1","","",""
"LC-2023-0469041","2023-08-15","2023","Agosto","15","1:26:00 PM","13","Martes","RIESTRA AV. y VARELA AV.","Riestra Av. Y Varela Av.","8","Avenida","POINT(101712.722 97591.7043)","-58.44461","-34.65097","Moto","Auto","1","","",""
"LC-2023-0469170","2023-08-15","2023","Agosto","15","4:01:00 PM","16","Martes","CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.","Carabobo Av. Y Alberdi, Juan Bautista Av.","7","Avenida","POINT(100718.6982 99996.27422)","-58.45546","-34.6293","Moto","Auto","1","","",""
"LC-2023-0469194","2023-08-15","2023","Agosto","15","3:30:00 PM","15","Martes","UDAONDO, GUILLERMO AV. 901","Udaondo, Guillermo Av. 901","13","Avenida","POINT(101310.0011 109624.4032)","-58.44731","-34.54042","Auto","Auto","1","","",""
"LC-2023-0469288","2023-08-15","2023","Agosto","15","2:35:00 PM","14","Martes","SAN ISIDRO LABRADOR AV. y CORREA","San Isidro Labrador Av. Y Correa","12","Avenida","POINT(99072.37554 109434.9244)","-58.4734","-34.54422","Bicicleta","Auto","1","","",""
"LC-2023-0469458","2023-08-15","2023","Agosto","15","3:55:00 PM","15","Martes","ALBARELLOS AV. 2936","Albarellos Av. 2936","12","Avenida","POINT(95674.32037 105686.6512)","-58.51044","-34.57799","Moto","Auto","2","","",""
"LC-2023-0469789","2023-08-15","2023","Agosto","15","4:35:00 PM","16","Martes","BALBÍN, RICARDO, DR. AV. y PICO","Balbín, Ricardo, Dr. Av. Y Pico","12","Avenida","POINT(96753.11112 108580.7347)","-58.49867","-34.55191","Bicicleta","Auto","2","","",""
"LC-2023-0470462","2023-08-15","2023","Agosto","15","7:30:00 PM","19","Martes","PUEYRREDÓN, HONORIO, DR. AV. y ESCALADA DE SAN MARTÍN, R.","Pueyrredón, Honorio, Dr. Av. Y Escalada De San Martín, R.","15","Avenida","POINT(101103.506 103130.6969)","-58.45127","-34.60104","Moto","Auto","1","","",""
"LC-2023-0470646","2023-08-15","2023","Agosto","15","7:00:00 PM","19","Martes","VIAMONTE y PASTEUR","Viamonte Y Pasteur","3","Calle","POINT(105823.8004 103121.4833)","-58.39981","-34.60111","Auto","Auto","1","","",""
"LC-2023-0470714","2023-08-15","2023","Agosto","15","7:15:00 PM","19","Martes","MURILLO y JUSTO, JUAN B. AV.","Murillo Y Justo, Juan B. Av.","15","Avenida","POINT(101431.8387 103569.6025)","-58.44769","-34.59709","Peatón","Camión","1","","",""
"LC-2023-0470826","2023-08-15","2023","Agosto","15","8:00:00 PM","20","Martes","CHILAVERT, MARTINIANO, CORONEL y DE LA TORRE, LISANDRO","Chilavert, Martiniano, Coronel Y De La Torre, Lisandro","8","Calle","POINT(99070.29601 93934.27787)","-58.47344","-34.68394","Peatón","Auto","1","","",""
"LC-2023-0470931","2023-08-15","2023","Agosto","15","10:56:00 PM","22","Martes","LOPEZ, VICENTE y AZCUÉNAGA","Lopez, Vicente Y Azcuénaga","2","Calle","POINT(106239.656962839 104592.319433284)","-58.395288","-34.587854","Peatón","Auto","1","","",""
"LC-2023-0470935","2023-08-15","2023","Agosto","15","8:35:00 PM","20","Martes","COSQUÍN y FALCÓN, RAMÓN L.,CNEL.","Cosquín Y Falcón, Ramón L.,cnel.","9","Calle","POINT(94471.7734334889 98788.1943063917)","-58.523595","-34.640178","Transporte Público","Auto","1","","",""
"LC-2023-0471095","2023-08-15","2023","Agosto","15","7:30:00 PM","19","Martes","DÍAZ, CNEL. AV. y SANTA FE AV.","Díaz, Cnel. Av. Y Santa Fe Av.","14","Avenida","POINT(104882.1368 104459.7363)","-58.41008","-34.58905","Peatón","Auto","1","","",""
"LC-2023-0471152","2023-08-15","2023","Agosto","15","8:30:00 AM","8","Martes","CORRIENTES AV. 3900","Corrientes Av. 3900","5","Avenida","POINT(104031.2562 102866.9551)","-58.41953","-34.60333","Moto","Auto","1","","",""
"LC-2023-0471200","2023-08-16","2023","Agosto","16","5:55:00 AM","5","Miércoles","CÓRDOBA AV. y GASCON","Córdoba Av. Y Gascon","14","Avenida","POINT(103662.9135 103496.4921)","-58.42337","-34.59774","Auto","Auto","1","","",""
"LC-2023-0471331","2023-08-16","2023","Agosto","16","5:40:00 AM","5","Miércoles","GONZÁLEZ, ELPIDIO y SEGUROLA AV.","González, Elpidio Y Segurola Av.","10","Avenida","POINT(96700.88521 100970.2437)","-58.49927","-34.62051","Moto","Objeto Fijo","1","","",""
"LC-2023-0471346","2023-08-16","2023","Agosto","16","7:20:00 AM","7","Miércoles","ARTIGAS, JOSÉ GERVASIO, GRAL. y JUSTO, JUAN B. AV.","Artigas, José Gervasio, Gral. Y Justo, Juan B. Av.","11","Avenida","POINT(99178.87186 101713.4559)","-58.47225","-34.61382","Moto","Taxi","1","","",""
"LC-2023-0471388","2023-08-16","2023","Agosto","16","9:30:00 AM","9","Miércoles","TRIUNVIRATO AV. 5600","Triunvirato Av. 5600","12","Avenida","POINT(97203.38635 106858.6826)","-58.49377","-34.56743","Moto","Auto","1","","",""
"LC-2023-0471392","2023-08-16","2023","Agosto","16","11:30:00 AM","11","Miércoles","NAZCA 5435","Nazca 5435","12","Calle","POINT(95943.45804 105429.3821)","-58.50751","-34.58031","Peatón","Auto","1","","",""
"LC-2023-0471451","2023-08-16","2023","Agosto","16","11:00:00 AM","11","Miércoles","PAZ, MARCOS y SASTRE, MARCOS","Paz, Marcos Y Sastre, Marcos","10","Av. General Paz","POINT(95959.3424 101599.5843)","-58.50735","-34.61484","Auto","Auto","1","","",""
"LC-2023-0471545","2023-08-16","2023","Agosto","16","1:00:00 PM","13","Miércoles","PAZ, GRAL. AV. y ALBARELLOS AV.","Paz, Gral. Av. Y Albarellos Av.","12","Av. General Paz","POINT(95377.59376 105484.3283)","-58.51367","-34.57982","Bicicleta","Auto","1","","",""
"LC-2023-0471607","2023-08-16","2023","Agosto","16","4:00:00 PM","16","Miércoles","PASEO COLÓN AV. y GARCÍA, MARTÍN AV.","Paseo Colón Av. Y García, Martín Av.","1","Avenida","POINT(108743.670976946 100232.105684728)","-58.367949","-34.627141","Bicicleta","Auto","1","","",""
"LC-2023-0471664","2023-08-16","2023","Agosto","16","11:40:00 AM","11","Miércoles","CORRIENTES AV. y TALCAHUANO","Corrientes Av. Y Talcahuano","1","Avenida","POINT(107169.6049 102810.4593)","-58.38514","-34.60391","Peatón","Moto","1","","",""
"LC-2023-0471674","2023-08-16","2023","Agosto","16","1:20:00 PM","13","Miércoles","VERTIZ VIRREY AV. y JURAMENTO AV.","Vertiz Virrey Av. Y Juramento Av.","13","Avenida","POINT(101166.7498 107857.1602)","-58.45058","-34.55844","Auto","Auto","1","","",""
"LC-2023-0471684","2023-08-16","2023","Agosto","16","1:40:00 PM","13","Miércoles","MURGUIONDO y SANTANDER","Murguiondo Y Santander","8","Calle","POINT(98139.50639 95370.39575)","-58.48359","-34.67099","Peatón","Auto","1","","",""
"LC-2023-0471697","2023-08-16","2023","Agosto","16","2:45:00 PM","14","Miércoles","LA CALANDRIA y GONZÁLEZ, ELPIDIO","La Calandria Y González, Elpidio","11","Calle","POINT(98147.81709 102168.6703)","-58.48349","-34.60971","Auto","Auto","1","","",""
"LC-2023-0471810","2023-08-16","2023","Agosto","16","2:50:00 PM","14","Miércoles","PAZ, GRAL. AV. 5100","Paz, Gral. Av. 5100","12","Av. General Paz","POINT(95741.91556 106414.9916)","-58.5097","-34.57143","Peatón","Auto","1","","",""
"LC-2023-0471953","2023-08-16","2023","Agosto","16","5:30:00 PM","17","Miércoles","RIVADAVIA AV. 4164","Rivadavia Av. 4164","5","Avenida","POINT(103561.2775 101795.6167)","-58.42447","-34.61307","Peatón","Auto","2","","",""
"LC-2023-0472063","2023-08-16","2023","Agosto","16","5:00:00 PM","17","Miércoles","DEL LIBERTADOR AV. y MENDOZA","Del Libertador Av. Y Mendoza","13","Avenida","POINT(101356.6775 108158.5685)","-58.44851","-34.55572","Bicicleta","Auto","1","","",""
"LC-2023-0472221","2023-08-16","2023","Agosto","16","4:00:00 PM","16","Miércoles","BALBÍN, RICARDO, DR. AV. y TRIUNVIRATO AV.","Balbín, Ricardo, Dr. Av. Y Triunvirato Av.","12","Avenida","POINT(97028.17096 108205.1634)","-58.49567","-34.5553","Moto","Auto","1","","",""
"LC-2023-0472278","2023-08-16","2023","Agosto","16","5:40:00 PM","17","Miércoles","COCHABAMBA y JUJUY AV.","Cochabamba Y Jujuy Av.","3","Avenida","POINT(105635.2695 100449.8244)","-58.40185","-34.62519","Peatón","Auto","1","","",""
"LC-2023-0472556","2023-08-16","2023","Agosto","16","5:00:00 PM","17","Miércoles","FIGUEROA ALCORTA, PRES. AV. y MONROE","Figueroa Alcorta, Pres. Av. Y Monroe","13","Avenida","POINT(101937.2338 109040.3488)","-58.44219","-34.54777","Peatón","Auto","1","","",""
"LC-2023-0472923","2023-08-16","2023","Agosto","16","6:35:00 PM","18","Miércoles","RIVADAVIA AV. y GUALEGUAYCHÚ","Rivadavia Av. Y Gualeguaychú","10","Avenida","POINT(98083.50669 99436.85966)","-58.4842","-34.63434","Peatón","Auto","1","","",""
"LC-2023-0473200","2023-08-16","2023","Agosto","16","4:10:00 PM","16","Miércoles","DIRECTORIO AV. 4570","Directorio Av. 4570","9","Avenida","POINT(97848.22621 97999.54689)","-58.48677","-34.64729","Moto","Moto","2","","",""
"LC-2023-0473210","2023-08-16","2023","Agosto","16","6:45:00 PM","18","Miércoles","INDEPENDENCIA AV. 3200","Independencia Av. 3200","3","Avenida","POINT(104825.5117 100982.1362)","-58.41068","-34.6204","Auto","Auto","2","","",""
"LC-2023-0473289","2023-08-16","2023","Agosto","16","6:50:00 PM","18","Miércoles","CUBA y ECHEVERRÍA","Cuba Y Echeverría","13","Calle","POINT(100858.2807 107479.4014)","-58.45394","-34.56184","Moto","Moto","1","","",""
"LC-2023-0473320","2023-08-16","2023","Agosto","16","2:00:00 PM","14","Miércoles","HEREDIA 1700","Heredia 1700","15","Calle","POINT(99646.04937 106119.7861)","-58.46715","-34.5741","Moto","Utilitario","1","","",""
"LC-2023-0473340","2023-08-16","2023","Agosto","16","8:20:00 PM","20","Miércoles","ARGERICH y CARRIL, SALVADOR MARÍA DEL AV.","Argerich Y Carril, Salvador María Del Av.","15","Avenida","POINT(96680.25752 104189.9905)","-58.49948","-34.59149","Moto","Auto","1","","",""
"LC-2023-0473360","2023-08-16","2023","Agosto","16","10:17:00 PM","22","Miércoles","GAVILÁN y MAGARIÑOS CERVANTES, A.","Gavilán Y Magariños Cervantes, A.","11","Calle","POINT(99268.73026 102257.5343)","-58.47127","-34.60891","Auto","Auto","1","","",""
"LC-2023-0473479","2023-08-16","2023","Agosto","16","11:40:00 PM","23","Miércoles","DEL LIBERTADOR AV. y LA PAMPA","Del Libertador Av. Y La Pampa","13","Avenida","POINT(101657.7611 107735.3925)","-58.44523","-34.55953","Moto","Auto","1","","",""
"LC-2023-0473590","2023-08-16","2023","Agosto","16","8:00:00 PM","20","Miércoles","VALLE y MORENO, JOSÉ MARÍA AV.","Valle Y Moreno, José María Av.","6","Avenida","POINT(102642.6061 100533.4297)","-58.43448","-34.62445","Bicicleta","Auto","1","","",""
"LC-2023-0473620","2023-08-16","2023","Agosto","16","11:30:00 PM","23","Miércoles","LA PLATA AV. 900","La Plata Av. 900","5","Avenida","POINT(103338.8554 100368.8489)","-58.42679","-34.62704","Moto","Transporte Público","1","","",""
"LC-2023-0473681","2023-08-16","2023","Agosto","16","5:00:00 PM","17","Miércoles","CHILAVERT, MARTINIANO, CORONEL y MURGUIONDO","Chilavert, Martiniano, Coronel Y Murguiondo","8","Calle","POINT(99379.50779 94225.8043)","-58.47007","-34.68131","Moto","Auto","1","","",""
"LC-2023-0473962","2023-08-17","2023","Agosto","17","4:30:00 AM","4","Jueves","GODOY CRUZ 1837","Godoy Cruz 1837","14","Calle","POINT(102830.7866 104731.7769)","-58.43244","-34.58661","Peatón","Auto","1","","",""
"LC-2023-0473980","2023-08-17","2023","Agosto","17","9:40:00 AM","9","Jueves","HABANA y CUENCA","Habana Y Cuenca","12","Calle","POINT(96317.67137 104166.817)","-58.50343","-34.5917","Moto","Auto","1","","",""
"LC-2023-0474003","2023-08-17","2023","Agosto","17","10:20:00 AM","10","Jueves","LAS HERAS GENERAL AV. y PUEYRREDÓN AV.","Las Heras General Av. Y Pueyrredón Av.","2","Avenida","POINT(106062.5079 104636.0518)","-58.39722","-34.58746","Moto","Auto","1","","",""
"LC-2023-0474005","2023-08-17","2023","Agosto","17","12:30:00 PM","12","Jueves","JUSTO, JUAN B. AV. y ÁLVAREZ, DONATO, TTE. GRAL.","Justo, Juan B. Av. Y Álvarez, Donato, Tte. Gral.","11","Avenida","POINT(100054.5477 102429.1757)","-58.4627","-34.60737","Peatón","Auto","1","","",""
"LC-2023-0474019","2023-08-17","2023","Agosto","17","12:00:00 PM","12","Jueves","ESCALADA AV. y ECHEANDIA","Escalada Av. Y Echeandia","9","Avenida","POINT(98740.30922 96674.16642)","-58.47704","-34.65924","Peatón","Transporte Público","1","","",""
"LC-2023-0474047","2023-08-17","2023","Agosto","17","1:50:00 PM","13","Jueves","24 DE NOVIEMBRE y REPÚBLICA BOLIVARIANA DE VENEZUELA","24 De Noviembre Y República Bolivariana De Venezuela","3","Calle","POINT(104796.13516631 101401.399236652)","-58.411004","-34.616626","Moto","Moto","1","","",""
"LC-2023-0474063","2023-08-17","2023","Agosto","17","12:15:00 PM","12","Jueves","REPÚBLICA BOLIVARIANA DE VENEZUELA y COMBATE DE LOS POZOS","República Bolivariana De Venezuela Y Combate De Los Pozos","3","Calle","POINT(106428.6434 101577.2253)","-58.3932","-34.61503","Moto","Auto","1","","",""
"LC-2023-0474102","2023-08-17","2023","Agosto","17","4:15:00 PM","16","Jueves","CONGRESO AV. 5750","Congreso Av. 5750","12","Avenida","POINT(96841.44617 106151.4283)","-58.49772","-34.57381","Moto","Auto","1","","",""
"LC-2023-0474163","2023-08-17","2023","Agosto","17","4:40:00 PM","16","Jueves","PERÚ y FINOCHIETTO ENRIQUE DR.","Perú Y Finochietto Enrique Dr.","4","Calle","POINT(108234.5369 100110.5507)","-58.3735","-34.62823","Moto","Auto","1","","",""
"LC-2023-0474180","2023-08-17","2023","Agosto","17","4:40:00 PM","16","Jueves","PERGAMINO y REMEDIOS","Pergamino Y Remedios","9","Calle","POINT(99250.13379 98907.59501)","-58.47147","-34.63911","Moto","Auto","1","","",""
"LC-2023-0474233","2023-08-17","2023","Agosto","17","4:45:00 PM","16","Jueves","ÁLVAREZ JONTE AV. y TERRADA","Álvarez Jonte Av. Y Terrada","11","Avenida","POINT(98287.65414 102303.1524)","-58.48196","-34.6085","Moto","Utilitario","1","","",""
"LC-2023-0474237","2023-08-17","2023","Agosto","17","5:55:00 PM","17","Jueves","RENQUE CURA y ALCARAZ","Renque Cura Y Alcaraz","10","Calle","POINT(95952.51156 100793.0089)","-58.50743","-34.62211","Moto","Auto","1","","",""
"LC-2023-0474277","2023-08-17","2023","Agosto","17","8:15:00 PM","20","Jueves","DORREGO AV. y VILLARROEL","Dorrego Av. Y Villarroel","15","Avenida","POINT(101513.2957 104247.3851)","-58.4468","-34.59098","Moto","Auto","1","","",""
"LC-2023-0474520","2023-08-17","2023","Agosto","17","4:30:00 PM","16","Jueves","ROCAMORA y MEDRANO AV.","Rocamora Y Medrano Av.","5","Avenida","POINT(103931.6682 103299.9055)","-58.42044","-34.59951","Bicicleta","Auto","1","","",""
"LC-2023-0474550","2023-08-17","2023","Agosto","17","9:30:00 AM","9","Jueves","PAEZ y CUENCA","Paez Y Cuenca","7","Calle","POINT(98705.64625 100670.8015)","-58.47741","-34.62322","Moto","Utilitario","1","","",""
"LC-2023-0474597","2023-08-17","2023","Agosto","17","10:00:00 AM","10","Jueves","RONDEAU y ENTRE RÍOS AV.","Rondeau Y Entre Ríos Av.","4","Avenida","POINT(106672.5744 99621.0448)","-58.39053","-34.63266","Moto","Auto","1","","",""
"LC-2023-0474765","2023-08-17","2023","Agosto","17","7:10:00 AM","7","Jueves","ALCORTA, AMANCIO AV. y MORENO, PERITO AV.","Alcorta, Amancio Av. Y Moreno, Perito Av.","4","Avenida","POINT(105303.7765 97684.64896)","-58.40544","-34.65012","Moto","Auto","1","","",""
"LC-2023-0475127","2023-08-17","2023","Agosto","17","11:50:00 AM","11","Jueves","GOYENA, PEDRO AV. y DOBLAS","Goyena, Pedro Av. Y Doblas","6","Avenida","POINT(103045.831937239 100425.161093239)","-58.430085","-34.625433","Peatón","Auto","1","","",""
"LC-2023-0475192","2023-08-18","2023","Agosto","18","10:30:00 AM","10","Viernes","COMBATIENTES DE MALVINAS AV. Y GIRARDOT","Combatientes De Malvinas Av. Y Girardot","15","Avenida","POINT(99207.299639 104913.971715)","-58.471939","-34.584973","Moto","Auto","1","","",""
"LC-2023-0475572","2023-08-18","2023","Agosto","18","3:00:00 AM","3","Viernes","SALGUERO, JERÓNIMO 741","Salguero, Jerónimo 741","5","Calle","POINT(104042.7305 103072.201)","-58.41922","-34.60156","Moto","Auto","1","","",""
"LC-2023-0475973","2023-08-18","2023","Agosto","18","8:15:00 AM","8","Viernes","LACROZE, FEDERICO AV. y FOREST AV.","Lacroze, Federico Av. Y Forest Av.","15","Avenida","POINT(100856.343 104890.8353)","-58.45396","-34.58518","Moto","Utilitario","1","","",""
"LC-2023-0476080","2023-08-18","2023","Agosto","18","8:00:00 AM","8","Viernes","CASEROS AV. y MONASTERIO","Caseros Av. Y Monasterio","4","Avenida","POINT(106174.6519 99321.07993)","-58.39596","-34.63537","Moto","Auto","1","","",""
"LC-2023-0476116","2023-08-18","2023","Agosto","18","8:30:00 AM","8","Viernes","LUGONES y JURAMENTO","Lugones Y Juramento","12","Calle","POINT(98747.36981 106130.7086)","-58.47695","-34.574","Transporte Público","Auto","1","","",""
"LC-2023-0476161","2023-08-18","2023","Agosto","18","1:05:00 PM","13","Viernes","VIRGILIO 57","Virgilio 57","10","Calle","POINT(96545.97927 99125.50439)","-58.50096","-34.63714","Moto","Transporte Público","1","","",""
"LC-2023-0476251","2023-08-18","2023","Agosto","18","1:30:00 PM","13","Viernes","CABILDO AV. y QUESADA","Cabildo Av. Y Quesada","13","Avenida","POINT(99977.63323 108296.6197)","-58.46354","-34.55448","Auto","Auto","1","","",""
"LC-2023-0476326","2023-08-18","2023","Agosto","18","2:40:00 PM","14","Viernes","MONTEVIDEO 1082","Montevideo 1082","2","Calle","POINT(106732.7968 103620.4076)","-58.3899","-34.59661","Auto","Auto","1","","",""
"LC-2023-0476569","2023-08-18","2023","Agosto","18","2:00:00 PM","14","Viernes","SCALABRINI ORTIZ, RAÚL AV. 276","Scalabrini Ortiz, Raúl Av. 276","15","Avenida","POINT(102198.0158 103234.2004)","-58.43933","-34.60011","Moto","Auto","1","","",""
"LC-2023-0476740","2023-08-18","2023","Agosto","18","11:30:00 AM","11","Viernes","14 DE JULIO 94","14 De Julio 94","15","Calle","POINT(99523.65475 104224.9689)","-58.46849","-34.59118","Bicicleta","Auto","1","","",""
"LC-2023-0476856","2023-08-18","2023","Agosto","18","5:46:00 PM","17","Viernes","FRAGATA PRES. SARMIENTO y TRES ARROYOS","Fragata Pres. Sarmiento Y Tres Arroyos","6","Calle","POINT(100501.3884 102404.6164)","-58.45783","-34.60759","Moto","Auto","1","","",""
"LC-2023-0476878","2023-08-18","2023","Agosto","18","3:00:00 PM","15","Viernes","27 DE FEBRERO AV. Y PERGAMINO","27 De Febrero Av. Y Pergamino","8","Calle","POINT(102804.4965 95444.96987)","-58.4327","-34.67032","Moto","Auto","1","","",""
"LC-2023-0476962","2023-08-18","2023","Agosto","18","4:40:00 PM","16","Viernes","MORETO y PERÓN, EVA AV.","Moreto Y Perón, Eva Av.","9","Avenida","POINT(98953.87498 97237.41263)","-58.47471","-34.65417","Moto","Auto","1","","",""
"LC-2023-0477275","2023-08-18","2023","Agosto","18","3:55:00 PM","15","Viernes","CONGRESO AV. 4118","Congreso Av. 4118","12","Avenida","POINT(98458.25984 107175.9959)","-58.4801","-34.56458","Bicicleta","Auto","1","","",""
